Западная улица, 970 кв. 430, Омск, Россия, 815622
Подгорная площадь, 898 кв. 289, Ульяновск, Россия, 756625
пл. Маяковского, 446 кв. 260, Хабаровск, Россия, 360702
площадь Комарова, 906 кв. 665, Казань, Россия, 462110
ул. Лермонтова, 646 кв. 635, Ульяновск, Россия, 585051
ул. Железнодорожная, 550 кв. 439, Владимир, Россия, 263265
Западная площадь, 240 кв. 652, Кемерово, Россия, 279713
пр. Фрунзе, 400 кв. 363, Липецк, Россия, 425116
ул. Октябрьская, 770 кв. 375, Чебоксары, Россия, 315178
Береговая пр., 820 кв. 190, Иваново, Россия, 296264
Гоголя площадь, 561 кв. 364, Самара, Россия, 522169
Лесной пл., 307 кв. 576, Ульяновск, Россия, 847430
Интернациональная проспект, 694 кв. 393, Самара, Россия, 985712
Рабочая пр., 991 кв. 685, Самара, Россия, 390682
пл. Энергетиков, 484 кв. 139, Москва, Россия, 815716
Красноармейская пл., 195 кв. 107, Уфа, Россия, 156805
Гоголя пл., 518 кв. 959, Кемерово, Россия, 740997
ул. Садовый, 568 кв. 661, Ярославль, Россия, 845087
пр. Сосновая, 863 кв. 243, Волгоград, Россия, 201383
Свердлова ул., 806 кв. 704, Пенза, Россия, 716530
Дзержинского ул., 539 кв. 440, Курск, Россия, 705596
Строителей ул., 478 кв. 418, Саратов, Россия, 317851
ул. Садовая, 377 кв. 314, Кемерово, Россия, 319325
Чехова ул., 254 кв. 988, Сочи, Россия, 733300
Первомайская пр., 274 кв. 472, Липецк, Россия, 202798
Рабочая пр., 847 кв. 672, Челябинск, Россия, 190172
Лесной пр., 119 кв. 266, Ростов-на-Дону, Россия, 379140
Калинина пл., 817 кв. 362, Рязань, Россия, 568282
проспект Зеленая, 396 кв. 688, Магнитогорск, Россия, 289199
проспект Коммунистическая, 405 кв. 130, Уфа, Россия, 864801
Чкалова пл., 924 кв. 254, Брянск, Россия, 329868
пр. Школьная, 534 кв. 425, Иркутск, Россия, 840938
улица Красноармейская, 143 кв. 918, Сочи, Россия, 366908
пр. Весенняя, 538 кв. 441, Пенза, Россия, 597524
Трактовая пр., 152 кв. 464, Краснодар, Россия, 569866
ул. Майская, 378 кв. 725, Владимир, Россия, 464533
проспект Школьная, 318 кв. 763, Рязань, Россия, 374733
ул. Школьная, 673 кв. 670, Красноярск, Россия, 883684
проспект Ломоносова, 237 кв. 626, Волгоград, Россия, 622901
Зеленая пр., 884 кв. 485, Барнаул, Россия, 856942
пл. Коммунистическая, 630 кв. 571, Кемерово, Россия, 601712
Строителей пл., 959 кв. 481, Тверь, Россия, 394972
пр. Красная, 204 кв. 852, Магнитогорск, Россия, 635779
Больничная проспект, 648 кв. 874, Тольятти, Россия, 721499
пл. Березовая, 289 кв. 919, Пенза, Россия, 742285
Железнодорожная площадь, 281 кв. 704, Магнитогорск, Россия, 752854
Мира пр., 794 кв. 187, Чебоксары, Россия, 884731
Лермонтова пр., 265 кв. 294, Ярославль, Россия, 777747
площадь Партизанская, 485 кв. 101, Белгород, Россия, 265673
Островского ул., 653 кв. 632, Краснодар, Россия, 667627
Чкалова ул., 968 кв. 123, Брянск, Россия, 242184
Коммунальная пр., 278 кв. 669, Челябинск, Россия, 828588
пл. 40 лет Победы, 416 кв. 542, Санкт-Петербург, Россия, 208739
Железнодорожная пр., 672 кв. 416, Тюмень, Россия, 304095
ул. Комсомольская, 446 кв. 641, Ростов-на-Дону, Россия, 603698
пр. Красная, 183 кв. 776, Казань, Россия, 816121
площадь Гоголя, 822 кв. 863, Ставрополь, Россия, 246421
Пушкина пл., 666 кв. 352, Екатеринбург, Россия, 191175
ул. Горького, 329 кв. 400, Челябинск, Россия, 463181
пл. Северная, 768 кв. 630, Иваново, Россия, 776311
площадь Зеленая, 795 кв. 246, Самара, Россия, 660029
площадь 8 Марта, 490 кв. 811, Иваново, Россия, 198403
проспект Больничная, 620 кв. 929, Иваново, Россия, 564811
Цветочная улица, 492 кв. 677, Санкт-Петербург, Россия, 876979
Дачная проспект, 181 кв. 543, Краснодар, Россия, 999902
Береговая пл., 658 кв. 361, Иркутск, Россия, 502798
пл. Полевая, 875 кв. 110, Саратов, Россия, 237147
Больничная площадь, 494 кв. 520, Тюмень, Россия, 732907
пр. Весенняя, 154 кв. 431, Самара, Россия, 538237
Северная пр., 925 кв. 395, Ставрополь, Россия, 541675
пр. Красноармейская, 594 кв. 206, Киров, Россия, 786820
Матросова пр., 946 кв. 616, Иркутск, Россия, 125556
проспект Чапаева, 173 кв. 624, Белгород, Россия, 972842
Дачная площадь, 859 кв. 380, Челябинск, Россия, 113121
улица Полевая, 278 кв. 697, Сочи, Россия, 714587
проспект Суворова, 433 кв. 230, Тверь, Россия, 332761
Чапаева пр., 694 кв. 970, Саратов, Россия, 161199
Строительная пр., 566 кв. 840, Пенза, Россия, 472920
Чапаева улица, 221 кв. 110, Курск, Россия, 774660
площадь Совхозная, 904 кв. 854, Рязань, Россия, 743833
пл. Заводская, 192 кв. 902, Омск, Россия, 306013
улица Крупской, 801 кв. 478, Челябинск, Россия, 250805
Школьная пл., 554 кв. 892, Краснодар, Россия, 287488
Школьная улица, 330 кв. 578, Ульяновск, Россия, 534150
Горького пр., 639 кв. 841, Липецк, Россия, 723235
пр. Юбилейная, 334 кв. 562, Новосибирск, Россия, 337359
площадь Строителей, 517 кв. 481, Чебоксары, Россия, 225967
Чапаева пл., 147 кв. 324, Барнаул, Россия, 561685
пр. Пролетарская, 499 кв. 776, Челябинск, Россия, 780741
пр. Береговая, 596 кв. 242, Нижний Новгород, Россия, 442915
проспект Труда, 349 кв. 992, Рязань, Россия, 309378
ул. Дорожная, 325 кв. 980, Киров, Россия, 861449
Ленина площадь, 207 кв. 381, Иркутск, Россия, 700290
Полевая проспект, 310 кв. 608, Уфа, Россия, 403398
